term,crn,catalog_id,section,credits,title,meetings,timecodes,primary_instructor,cap,act,rem
Spring2018,34390,AC 0011,01,3.000,Introduction to Financial Accounting,"[{'days': 'MR', 'times': '1230pm-0145pm', 'dates': '01/16-05/01', 'location': 'DSB 111'}]",['MR 1230pm-0145pm 01/16-05/01 DSB 111'],Ahmed M.  Ebrahim,29,28,1
Spring2018,34815,AC 0011,02,3.000,Introduction to Financial Accounting,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '01/16-05/01', 'location': 'DSB 115'}]",['MR 0930am-1045am 01/16-05/01 DSB 115'],Ahmed M.  Ebrahim,28,29,-1
Spring2018,34085,AC 0012,01,3.000,Introduction to Management Accounting,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '01/16-05/01', 'location': 'DSB 108'}]",['MR 1100am-1215pm 01/16-05/01 DSB 108'],Rebecca I.  Bloch,25,27,-2
Spring2018,34164,AC 0012,02,3.000,Introduction to Management Accounting,"[{'days': 'MR', 'times': '1230pm-0145pm', 'dates': '01/16-05/01', 'location': 'DSB 108'}]",['MR 1230pm-0145pm 01/16-05/01 DSB 108'],Rebecca I.  Bloch,25,29,-4
Spring2018,34180,AC 0012,03,3.000,Introduction to Management Accounting,"[{'days': 'TF', 'times': '0800am-0915am', 'dates': '01/16-05/01', 'location': 'DSB 108'}]",['TF 0800am-0915am 01/16-05/01 DSB 108'],Gregory Patrick  Burke,25,24,1
Spring2018,34181,AC 0012,04,3.000,Introduction to Management Accounting,"[{'days': 'TF', 'times': '0930am-1045am', 'dates': '01/16-05/01', 'location': 'DSB 108'}]",['TF 0930am-1045am 01/16-05/01 DSB 108'],Gregory Patrick  Burke,25,30,-5
Spring2018,34182,AC 0012,05,3.000,Introduction to Management Accounting,"[{'days': 'TF', 'times': '0200pm-0315pm', 'dates': '01/16-05/01', 'location': 'DSB 108'}]",['TF 0200pm-0315pm 01/16-05/01 DSB 108'],Gregory Patrick  Burke,25,26,-1
Spring2018,34183,AC 0012,06,3.000,Introduction to Management Accounting,"[{'days': 'TF', 'times': '0330pm-0445pm', 'dates': '01/16-05/01', 'location': 'DSB 108'}]",['TF 0330pm-0445pm 01/16-05/01 DSB 108'],Gregory Patrick  Burke,25,26,-1
Spring2018,34271,AC 0012,07,3.000,Introduction to Management Accounting,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '01/16-05/01', 'location': 'DSB 111'}]",['MR 0930am-1045am 01/16-05/01 DSB 111'],Paul   Caster,25,28,-3
Spring2018,34391,AC 0012,08,3.000,Introduction to Management Accounting,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '01/16-05/01', 'location': 'DSB 111'}]",['MR 1100am-1215pm 01/16-05/01 DSB 111'],Paul   Caster,25,28,-3
Spring2018,34392,AC 0012,09,3.000,Introduction to Management Accounting,"[{'days': 'TF', 'times': '1100am-1215pm', 'dates': '01/16-05/01', 'location': 'DSB 110B'}]",['TF 1100am-1215pm 01/16-05/01 DSB 110B'],Jo Ann   Drusbosky,25,29,-4
Spring2018,34569,AC 0012,10,3.000,Introduction to Management Accounting,"[{'days': 'TF', 'times': '1230pm-0145pm', 'dates': '01/16-05/01', 'location': 'DSB 110B'}]",['TF 1230pm-0145pm 01/16-05/01 DSB 110B'],Jo Ann   Drusbosky,25,30,-5
Spring2018,34616,AC 0012,11,3.000,Introduction to Management Accounting,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '01/16-05/01', 'location': 'DSB 108'}]",['MR 0930am-1045am 01/16-05/01 DSB 108'],Arleen N.  Kardos,25,27,-2
Spring2018,34617,AC 0012,12,3.000,Introduction to Management Accounting,"[{'days': 'MR', 'times': '1230pm-0145pm', 'dates': '01/16-05/01', 'location': 'DSB 110B'}]",['MR 1230pm-0145pm 01/16-05/01 DSB 110B'],Arleen N.  Kardos,25,31,-6
Spring2018,34618,AC 0012,13,3.000,Introduction to Management Accounting,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '01/16-05/01', 'location': 'DSB 115'}]",['MR 0200pm-0315pm 01/16-05/01 DSB 115'],Joan L.  Lee,25,27,-2
Spring2018,34768,AC 0012,14,3.000,Introduction to Management Accounting,"[{'days': 'MR', 'times': '0330pm-0445pm', 'dates': '01/16-05/01', 'location': 'DSB 115'}]",['MR 0330pm-0445pm 01/16-05/01 DSB 115'],Joan L.  Lee,25,29,-4
Spring2018,34137,AC 0203,01,3.000,Intermediate Accounting I,"[{'days': 'R', 'times': '0630pm-0900pm', 'dates': '01/16-05/01', 'location': 'DSB 104'}]",['R 0630pm-0900pm 01/16-05/01 DSB 104'],Rebecca I.  Bloch,24,22,2
Spring2018,34033,AC 0204,01,3.000,Intermediate Accounting II,"[{'days': 'TF', 'times': '0930am-1045am', 'dates': '01/16-05/01', 'location': 'DSB 104'}, {'days': 'S', 'times': '0830am-0430pm', 'dates': '03/24-03/24', 'location': 'NHS 224'}]","['TF 0930am-1045am 01/16-05/01 DSB 104', 'S 0830am-0430pm 03/24-03/24 NHS 224']",Milo W.  Peck,24,28,-4
Spring2018,34067,AC 0204,02,3.000,Intermediate Accounting II,"[{'days': 'TF', 'times': '1100am-1215pm', 'dates': '01/16-05/01', 'location': 'DSB 104'}, {'days': 'S', 'times': '0830am-0430pm', 'dates': '03/24-03/24', 'location': 'NHS 224'}]","['TF 1100am-1215pm 01/16-05/01 DSB 104', 'S 0830am-0430pm 03/24-03/24 NHS 224']",Milo W.  Peck,24,28,-4
Spring2018,34272,AC 0204,03,3.000,Intermediate Accounting II,"[{'days': 'TF', 'times': '0200pm-0315pm', 'dates': '01/16-05/01', 'location': 'DSB 106'}, {'days': 'S', 'times': '0830am-0430pm', 'dates': '03/24-03/24', 'location': 'NHS 224'}]","['TF 0200pm-0315pm 01/16-05/01 DSB 106', 'S 0830am-0430pm 03/24-03/24 NHS 224']",Milo W.  Peck,24,25,-1
Spring2018,34967,AC 0204,04,3.000,Intermediate Accounting II,"[{'days': 'W', 'times': '0630pm-0900pm', 'dates': '01/16-05/01', 'location': 'DSB 110B'}, {'days': 'S', 'times': '0830am-0430pm', 'dates': '03/24-03/24', 'location': 'NHS 224'}]","['W 0630pm-0900pm 01/16-05/01 DSB 110B', 'S 0830am-0430pm 03/24-03/24 NHS 224']",Stephen E.  Yost,20,16,4
Spring2018,34393,AC 0265,01,3.000,Accounting Information Systems,"[{'days': 'W', 'times': '0800am-1030am', 'dates': '01/16-05/01', 'location': 'DSB 107'}]",['W 0800am-1030am 01/16-05/01 DSB 107'],Scott M  Brenner,20,16,4
Spring2018,34145,AC 0310,01,3.000,Advanced Accounting,"[{'days': 'W', 'times': '0630pm-0900pm', 'dates': '01/16-05/01', 'location': 'DSB 108'}]",['W 0630pm-0900pm 01/16-05/01 DSB 108'],Lisa Suzanne  Haylon,16,19,-3
Spring2018,34228,AC 0310,02,3.000,Advanced Accounting,"[{'days': 'TF', 'times': '0930am-1045am', 'dates': '01/16-05/01', 'location': 'DSB 106'}]",['TF 0930am-1045am 01/16-05/01 DSB 106'],Patricia M.  Poli,20,16,4
Spring2018,34619,AC 0310,03,3.000,Advanced Accounting,"[{'days': 'TF', 'times': '1230pm-0145pm', 'dates': '01/16-05/01', 'location': 'DSB 115'}]",['TF 1230pm-0145pm 01/16-05/01 DSB 115'],Patricia M.  Poli,20,21,-1
Spring2018,34315,AC 0320,01,3.000,Cost Management,"[{'days': 'TF', 'times': '1100am-1215pm', 'dates': '01/16-05/01', 'location': 'DSB 109'}]",['TF 1100am-1215pm 01/16-05/01 DSB 109'],Bruce   Bradford,25,24,1
