term,crn,location,day,start,end
Fall2017,71188,DSB 110A,R,2017-09-07T11:00:00,2017-09-07T12:15:00
Fall2017,71188,DSB 110A,M,2017-09-11T11:00:00,2017-09-11T12:15:00
Fall2017,71188,DSB 110A,R,2017-09-14T11:00:00,2017-09-14T12:15:00
Fall2017,71188,DSB 110A,M,2017-09-18T11:00:00,2017-09-18T12:15:00
Fall2017,71188,DSB 110A,R,2017-09-21T11:00:00,2017-09-21T12:15:00
Fall2017,71188,DSB 110A,M,2017-09-25T11:00:00,2017-09-25T12:15:00
Fall2017,71188,DSB 110A,R,2017-09-28T11:00:00,2017-09-28T12:15:00
Fall2017,71188,DSB 110A,M,2017-10-02T11:00:00,2017-10-02T12:15:00
Fall2017,71188,DSB 110A,R,2017-10-05T11:00:00,2017-10-05T12:15:00
Fall2017,71188,DSB 110A,R,2017-10-12T11:00:00,2017-10-12T12:15:00
Fall2017,71188,DSB 110A,M,2017-10-16T11:00:00,2017-10-16T12:15:00
Fall2017,71188,DSB 110A,R,2017-10-19T11:00:00,2017-10-19T12:15:00
Fall2017,71188,DSB 110A,M,2017-10-23T11:00:00,2017-10-23T12:15:00
Fall2017,71188,DSB 110A,R,2017-10-26T11:00:00,2017-10-26T12:15:00
Fall2017,71188,DSB 110A,M,2017-10-30T11:00:00,2017-10-30T12:15:00
Fall2017,71188,DSB 110A,R,2017-11-02T11:00:00,2017-11-02T12:15:00
Fall2017,71188,DSB 110A,M,2017-11-06T11:00:00,2017-11-06T12:15:00
Fall2017,71188,DSB 110A,R,2017-11-09T11:00:00,2017-11-09T12:15:00
Fall2017,71188,DSB 110A,M,2017-11-13T11:00:00,2017-11-13T12:15:00
Fall2017,71188,DSB 110A,R,2017-11-16T11:00:00,2017-11-16T12:15:00
Fall2017,71188,DSB 110A,M,2017-11-20T11:00:00,2017-11-20T12:15:00
Fall2017,71188,DSB 110A,M,2017-11-27T11:00:00,2017-11-27T12:15:00
Fall2017,71188,DSB 110A,R,2017-11-30T11:00:00,2017-11-30T12:15:00
Fall2017,71188,DSB 110A,M,2017-12-04T11:00:00,2017-12-04T12:15:00
Fall2017,71188,DSB 110A,R,2017-12-07T11:00:00,2017-12-07T12:15:00
Fall2017,71188,DSB 110A,M,2017-12-11T11:00:00,2017-12-11T12:15:00
Fall2017,71205,DSB 110A,R,2017-09-07T12:30:00,2017-09-07T13:45:00
Fall2017,71205,DSB 110A,M,2017-09-11T12:30:00,2017-09-11T13:45:00
Fall2017,71205,DSB 110A,R,2017-09-14T12:30:00,2017-09-14T13:45:00
Fall2017,71205,DSB 110A,M,2017-09-18T12:30:00,2017-09-18T13:45:00
Fall2017,71205,DSB 110A,R,2017-09-21T12:30:00,2017-09-21T13:45:00
Fall2017,71205,DSB 110A,M,2017-09-25T12:30:00,2017-09-25T13:45:00
Fall2017,71205,DSB 110A,R,2017-09-28T12:30:00,2017-09-28T13:45:00
Fall2017,71205,DSB 110A,M,2017-10-02T12:30:00,2017-10-02T13:45:00
Fall2017,71205,DSB 110A,R,2017-10-05T12:30:00,2017-10-05T13:45:00
