term,crn,location,day,start,end
Fall2015,75222,DSB 112,R,2015-09-03T14:00:00,2015-09-03T15:15:00
Fall2015,75222,DSB 112,M,2015-09-07T14:00:00,2015-09-07T15:15:00
Fall2015,75222,DSB 112,R,2015-09-10T14:00:00,2015-09-10T15:15:00
Fall2015,75222,DSB 112,M,2015-09-14T14:00:00,2015-09-14T15:15:00
Fall2015,75222,DSB 112,R,2015-09-17T14:00:00,2015-09-17T15:15:00
Fall2015,75222,DSB 112,M,2015-09-21T14:00:00,2015-09-21T15:15:00
Fall2015,75222,DSB 112,R,2015-09-24T14:00:00,2015-09-24T15:15:00
Fall2015,75222,DSB 112,M,2015-09-28T14:00:00,2015-09-28T15:15:00
Fall2015,75222,DSB 112,R,2015-10-01T14:00:00,2015-10-01T15:15:00
Fall2015,75222,DSB 112,M,2015-10-05T14:00:00,2015-10-05T15:15:00
Fall2015,75222,DSB 112,R,2015-10-08T14:00:00,2015-10-08T15:15:00
Fall2015,75222,DSB 112,R,2015-10-15T14:00:00,2015-10-15T15:15:00
Fall2015,75222,DSB 112,M,2015-10-19T14:00:00,2015-10-19T15:15:00
Fall2015,75222,DSB 112,R,2015-10-22T14:00:00,2015-10-22T15:15:00
Fall2015,75222,DSB 112,M,2015-10-26T14:00:00,2015-10-26T15:15:00
Fall2015,75222,DSB 112,R,2015-10-29T14:00:00,2015-10-29T15:15:00
Fall2015,75222,DSB 112,M,2015-11-02T14:00:00,2015-11-02T15:15:00
Fall2015,75222,DSB 112,R,2015-11-05T14:00:00,2015-11-05T15:15:00
Fall2015,75222,DSB 112,M,2015-11-09T14:00:00,2015-11-09T15:15:00
Fall2015,75222,DSB 112,R,2015-11-12T14:00:00,2015-11-12T15:15:00
Fall2015,75222,DSB 112,M,2015-11-16T14:00:00,2015-11-16T15:15:00
Fall2015,75222,DSB 112,R,2015-11-19T14:00:00,2015-11-19T15:15:00
Fall2015,75222,DSB 112,M,2015-11-23T14:00:00,2015-11-23T15:15:00
Fall2015,75222,DSB 112,M,2015-11-30T14:00:00,2015-11-30T15:15:00
Fall2015,75222,DSB 112,R,2015-12-03T14:00:00,2015-12-03T15:15:00
Fall2015,75222,DSB 112,M,2015-12-07T14:00:00,2015-12-07T15:15:00
Fall2015,75240,DSB 112,R,2015-09-03T15:30:00,2015-09-03T16:45:00
Fall2015,75240,DSB 112,M,2015-09-07T15:30:00,2015-09-07T16:45:00
Fall2015,75240,DSB 112,R,2015-09-10T15:30:00,2015-09-10T16:45:00
Fall2015,75240,DSB 112,M,2015-09-14T15:30:00,2015-09-14T16:45:00
Fall2015,75240,DSB 112,R,2015-09-17T15:30:00,2015-09-17T16:45:00
Fall2015,75240,DSB 112,M,2015-09-21T15:30:00,2015-09-21T16:45:00
Fall2015,75240,DSB 112,R,2015-09-24T15:30:00,2015-09-24T16:45:00
Fall2015,75240,DSB 112,M,2015-09-28T15:30:00,2015-09-28T16:45:00
Fall2015,75240,DSB 112,R,2015-10-01T15:30:00,2015-10-01T16:45:00
Fall2015,75240,DSB 112,M,2015-10-05T15:30:00,2015-10-05T16:45:00
Fall2015,75240,DSB 112,R,2015-10-08T15:30:00,2015-10-08T16:45:00
Fall2015,75240,DSB 112,R,2015-10-15T15:30:00,2015-10-15T16:45:00
Fall2015,75240,DSB 112,M,2015-10-19T15:30:00,2015-10-19T16:45:00
Fall2015,75240,DSB 112,R,2015-10-22T15:30:00,2015-10-22T16:45:00
Fall2015,75240,DSB 112,M,2015-10-26T15:30:00,2015-10-26T16:45:00
Fall2015,75240,DSB 112,R,2015-10-29T15:30:00,2015-10-29T16:45:00
Fall2015,75240,DSB 112,M,2015-11-02T15:30:00,2015-11-02T16:45:00
Fall2015,75240,DSB 112,R,2015-11-05T15:30:00,2015-11-05T16:45:00
Fall2015,75240,DSB 112,M,2015-11-09T15:30:00,2015-11-09T16:45:00
Fall2015,75240,DSB 112,R,2015-11-12T15:30:00,2015-11-12T16:45:00
Fall2015,75240,DSB 112,M,2015-11-16T15:30:00,2015-11-16T16:45:00
Fall2015,75240,DSB 112,R,2015-11-19T15:30:00,2015-11-19T16:45:00
Fall2015,75240,DSB 112,M,2015-11-23T15:30:00,2015-11-23T16:45:00
Fall2015,75240,DSB 112,M,2015-11-30T15:30:00,2015-11-30T16:45:00
Fall2015,75240,DSB 112,R,2015-12-03T15:30:00,2015-12-03T16:45:00
Fall2015,75240,DSB 112,M,2015-12-07T15:30:00,2015-12-07T16:45:00
Fall2015,75241,DSB 115,T,2015-09-01T14:00:00,2015-09-01T15:15:00
Fall2015,75241,DSB 115,F,2015-09-04T14:00:00,2015-09-04T15:15:00
Fall2015,75241,DSB 115,T,2015-09-08T14:00:00,2015-09-08T15:15:00
Fall2015,75241,DSB 115,F,2015-09-11T14:00:00,2015-09-11T15:15:00
Fall2015,75241,DSB 115,T,2015-09-15T14:00:00,2015-09-15T15:15:00
Fall2015,75241,DSB 115,F,2015-09-18T14:00:00,2015-09-18T15:15:00
Fall2015,75241,DSB 115,T,2015-09-22T14:00:00,2015-09-22T15:15:00
Fall2015,75241,DSB 115,F,2015-09-25T14:00:00,2015-09-25T15:15:00
Fall2015,75241,DSB 115,T,2015-09-29T14:00:00,2015-09-29T15:15:00
Fall2015,75241,DSB 115,F,2015-10-02T14:00:00,2015-10-02T15:15:00
Fall2015,75241,DSB 115,T,2015-10-06T14:00:00,2015-10-06T15:15:00
Fall2015,75241,DSB 115,F,2015-10-09T14:00:00,2015-10-09T15:15:00
Fall2015,75241,DSB 115,F,2015-10-16T14:00:00,2015-10-16T15:15:00
Fall2015,75241,DSB 115,T,2015-10-20T14:00:00,2015-10-20T15:15:00
Fall2015,75241,DSB 115,F,2015-10-23T14:00:00,2015-10-23T15:15:00
Fall2015,75241,DSB 115,T,2015-10-27T14:00:00,2015-10-27T15:15:00
Fall2015,75241,DSB 115,F,2015-10-30T14:00:00,2015-10-30T15:15:00
Fall2015,75241,DSB 115,T,2015-11-03T14:00:00,2015-11-03T15:15:00
Fall2015,75241,DSB 115,F,2015-11-06T14:00:00,2015-11-06T15:15:00
Fall2015,75241,DSB 115,T,2015-11-10T14:00:00,2015-11-10T15:15:00
Fall2015,75241,DSB 115,F,2015-11-13T14:00:00,2015-11-13T15:15:00
Fall2015,75241,DSB 115,T,2015-11-17T14:00:00,2015-11-17T15:15:00
