crn,catalog_id,section,credits,title,meetings,primary_instructor
57138,AC 0203,01,3.000,Intermediate Accounting I,"[{'days': 'MW', 'times': '0600pm-0930pm', 'dates': '05/22-06/28', 'location': 'DSB 112'}, {'days': 'R', 'times': '0600pm-0930pm', 'dates': '06/01-06/01', 'location': 'DSB 112'}]",Scott M  Brenner
57139,AC 0204,01,3.000,Intermediate Accounting II,"[{'days': 'MW', 'times': '0600pm-0930pm', 'dates': '07/10-08/14', 'location': 'DSB 112'}]",Scott M  Brenner
57189,AC 0391,01,3.000,Internship,"[{'days': '\xa0', 'times': 'TBA', 'dates': '05/22-08/31', 'location': 'BY ARR '}]",Sarah Jennie  Bollinger
57466,AC 0392,01,3.000,Internship,"[{'days': '\xa0', 'times': 'TBA', 'dates': '05/22-08/31', 'location': 'BY ARR '}]",Sarah Jennie  Bollinger
57332,AC 0400,01,3.000,Introduction to Accounting,"[{'days': 'MW', 'times': '0600pm-0930pm', 'dates': '05/22-06/19', 'location': 'DSB 115'}, {'days': 'S', 'times': '0830am-0430pm', 'dates': '06/10-06/17', 'location': 'DSB 115'}]",Michael P.  Coyne
57155,AC 0510,01,3.000,Issues in a Regulatory Reporting Environment,"[{'days': 'M', 'times': '0600pm-0930pm', 'dates': '05/22-06/19', 'location': 'DSB 108'}, {'days': 'R', 'times': '0600pm-0930pm', 'dates': '05/25-05/25', 'location': 'DSB 110A'}, {'days': 'T', 'times': '0600pm-0930pm', 'dates': '05/30-05/30', 'location': 'DSB 108'}, {'days': 'S', 'times': '0900am-1230pm', 'dates': '06/03-06/24', 'location': 'DSB 110A'}, {'days': 'S', 'times': '0100pm-0430pm', 'dates': '06/03-06/10', 'location': 'DSB 110A'}]",Stephen E.  Yost
57156,AC 0510,02,3.000,Issues in a Regulatory Reporting Environment,"[{'days': 'T', 'times': '0600pm-0930pm', 'dates': '05/23-05/23', 'location': 'DSB 104'}, {'days': 'R', 'times': '0600pm-0930pm', 'dates': '05/25-05/25', 'location': 'DSB 110A'}, {'days': 'W', 'times': '0600pm-0930pm', 'dates': '05/31-06/19', 'location': 'DSB 104'}, {'days': 'S', 'times': '0900am-1230pm', 'dates': '06/03-06/24', 'location': 'DSB 110A'}, {'days': 'S', 'times': '0100pm-0430pm', 'dates': '06/03-06/10', 'location': 'DSB 110A'}]",Stephen E.  Yost
57127,AC 0530,01,3.000,"Accounting for Governments, Hospitals, and Universities","[{'days': 'MWF', 'times': '0800am-1030am', 'dates': '05/22-06/30', 'location': 'DSB 112'}]",Milo W.  Peck
57128,AC 0530,02,3.000,"Accounting for Governments, Hospitals, and Universities","[{'days': 'MWF', 'times': '1100am-0130pm', 'dates': '05/22-06/30', 'location': 'DSB 112'}]",Milo W.  Peck
57333,AC 0530,03,3.000,"Accounting for Governments, Hospitals, and Universities","[{'days': 'MWF', 'times': '0200pm-0430pm', 'dates': '05/22-06/30', 'location': 'DSB 112'}]",Milo W.  Peck
57129,AC 0580,01,3.000,Financial Statement Analysis,"[{'days': 'R', 'times': '0800am-1130am', 'dates': '06/08-06/29', 'location': 'DSB 115'}, {'days': 'T', 'times': '1230pm-0400pm', 'dates': '06/13-06/27', 'location': 'DSB 105'}, {'days': 'W', 'times': '1230pm-0400pm', 'dates': '07/05-07/05', 'location': 'DSB 105'}, {'days': 'F', 'times': '0800am-1130am', 'dates': '07/07-07/07', 'location': 'DSB 115'}, {'days': 'TR', 'times': '0800am-1130am', 'dates': '07/11-07/13', 'location': 'DSB 115'}, {'days': 'S', 'times': '0900am-1230pm', 'dates': '07/15-07/15', 'location': 'DSB 105'}]",Patricia M.  Poli
57130,AC 0580,02,3.000,Financial Statement Analysis,"[{'days': 'R', 'times': '1230pm-0400pm', 'dates': '06/08-06/29', 'location': 'DSB 115'}, {'days': 'T', 'times': '1230pm-0400pm', 'dates': '06/13-06/27', 'location': 'DSB 105'}, {'days': 'W', 'times': '1230pm-0400pm', 'dates': '07/05-07/05', 'location': 'DSB 105'}, {'days': 'F', 'times': '1230pm-0400pm', 'dates': '07/07-07/07', 'location': 'DSB 115'}, {'days': 'TR', 'times': '1230pm-0400pm', 'dates': '07/11-07/13', 'location': 'DSB 115'}, {'days': 'S', 'times': '0900am-1230pm', 'dates': '07/15-07/15', 'location': 'DSB 105'}]",Patricia M.  Poli
57334,AC 0580,03,3.000,Financial Statement Analysis,"[{'days': 'R', 'times': '1230pm-0400pm', 'dates': '06/08-06/29', 'location': 'DSB 109'}, {'days': 'T', 'times': '1230pm-0400pm', 'dates': '06/13-06/27', 'location': 'DSB 109'}, {'days': 'W', 'times': '1230pm-0400pm', 'dates': '07/05-07/05', 'location': 'DSB 109'}, {'days': 'F', 'times': '1230pm-0400pm', 'dates': '07/07-07/07', 'location': 'DSB 109'}, {'days': 'TR', 'times': '1230pm-0400pm', 'dates': '07/11-07/13', 'location': 'DSB 109'}, {'days': 'S', 'times': '0900am-1230pm', 'dates': '07/15-07/15', 'location': 'DSB 108'}]",Lisa Suzanne  Haylon
57231,ASAH 0441,01,3.000,Fine Art vs. Anti-Art: 1917 to 1967,"[{'days': 'MTWRF', 'times': '0830am-0500pm', 'dates': '06/26-06/30', 'location': 'CNS 6'}]",Philip I.  Eliasoph
57357,ASHI 0437,01,3.000,American Prophetic Tradition,"[{'days': 'TR', 'times': '0500pm-0730pm', 'dates': '07/11-08/01', 'location': 'DMH 231'}, {'days': 'S', 'times': '0900am-0200pm', 'dates': '07/15-07/22', 'location': 'DMH 231'}]",David W.  McFadden
57358,AY 0110,OL1,3.000,Biological Anthropology,"[{'days': '\xa0', 'times': 'TBA', 'dates': '07/10-08/19', 'location': 'ONLINE '}]",Joseph A.  Wilson
57184,AY 0111,OL1,3.000,Cultural Anthropology,"[{'days': '\xa0', 'times': 'TBA', 'dates': '05/30-07/08', 'location': 'ONLINE '}]",Sarah A.  Wessler
57098,AE 0291,OL1,3.000,Business Ethics,"[{'days': '\xa0', 'times': 'TBA', 'dates': '07/10-08/19', 'location': 'ONLINE '}]",Lisa M.  Sticca-Conrod
57229,AE 0293,01,3.000,Ethics of War and Peace,"[{'days': 'MTR', 'times': '0645pm-0955pm', 'dates': '07/10-08/04', 'location': 'DSB 104'}]",Norma   Schmidt
57099,AE 0295,OL1,3.000,Ethics in Law and Society,"[{'days': '\xa0', 'times': 'TBA', 'dates': '05/30-07/08', 'location': 'ONLINE '}]",Lisa M.  Sticca-Conrod
57001,AH 0011,OL1,3.000,Visual Culture Since 1400: Expression and Experimentation,"[{'days': '\xa0', 'times': 'TBA', 'dates': '07/10-08/19', 'location': 'ONLINE '}]",Lauren Elise  Cesiro
57100,AH 0013,01,3.000,"Art of Africa, the Caribbean, and the Americas","[{'days': 'MTR', 'times': '0645pm-0955pm', 'dates': '06/05-06/30', 'location': 'CNS 10'}]",Dawn M.  Pilotti
57195,AH 0013,AI1,3.000,"Art of Africa, the Caribbean, and the Americas","[{'days': 'MTWRF', 'times': '0900am-1100am', 'dates': '07/10-08/07', 'location': 'CNS 5'}]",Dawn M.  Pilotti
57265,AH 0013,AI2,3.000,"Art of Africa, the Caribbean, and the Americas","[{'days': 'MTWRF', 'times': '0100pm-0300pm', 'dates': '07/10-08/07', 'location': 'CNS 5'}]",Dawn M.  Pilotti
57101,AH 0164,01,3.000,American Art and Media Culture,"[{'days': 'MTWRF', 'times': '0830am-0430pm', 'dates': '06/12-06/16', 'location': 'CNS 6'}]",Philip I.  Eliasoph
57356,AH 0193,01,3.000,"Inside Museums and Galleries: Taste, Place, Public Space","[{'days': 'TWRF', 'times': '0830am-0430pm', 'dates': '05/24-05/31', 'location': 'CNS 6'}]",Philip I.  Eliasoph
57439,AH 0310,01,3.000,Internship,"[{'days': '\xa0', 'times': 'TBA', 'dates': '05/22-08/31', 'location': 'BY ARR '}]",Marice E.  Rose
57194,BI 0070,OL1,3.000,"Science, Technology, and Society","[{'days': '\xa0', 'times': 'TBA', 'dates': '07/10-08/19', 'location': 'ONLINE '}]",Debra S.  Sauer
57002,BI 0071,01,3.000,Identity and the Human Genome,"[{'days': 'MTWRF', 'times': '0930am-1230pm', 'dates': '07/10-07/21', 'location': 'BNW 340'}]",Olivia T.  Harriott
57106,BI 0075,OL1,3.000,Ecology and Society,"[{'days': '\xa0', 'times': 'TBA', 'dates': '05/30-07/08', 'location': 'ONLINE '}]",Thomas B.  Cunningham
57437,BI 0075,OL2,3.000,Ecology and Society,"[{'days': '\xa0', 'times': 'TBA', 'dates': '05/30-07/08', 'location': 'ONLINE '}]",Thomas B.  Cunningham
57266,BI 0076,AI1,3.000,Environmental Science,"[{'days': 'MTWRF', 'times': '0900am-1100am', 'dates': '07/10-08/07', 'location': 'BNW 469'}]",James E.  Biardi
57267,BI 0076,AI2,3.000,Environmental Science,"[{'days': 'MTWRF', 'times': '0100pm-0300pm', 'dates': '07/10-08/07', 'location': 'BNW 469'}]",James E.  Biardi
57102,BI 0107,01,4.000,Human Anatomy and Physiology I,"[{'days': 'MWF', 'times': '0745am-1015am', 'dates': '06/05-07/07', 'location': 'BNW 256'}]",Anthony J.  DeCristofaro
57103,BI 0107L,01,0.000,Human Anatomy and Physiology Lab II,"[{'days': 'TR', 'times': '0800am-1030am', 'dates': '06/05-07/07', 'location': 'BNW 240'}]",Anthony J.  DeCristofaro
57104,BI 0108,01,4.000,Human Anatomy and Physiology II,"[{'days': 'MWF', 'times': '0745am-1015am', 'dates': '07/10-08/11', 'location': 'BNW 253'}]",Anthony J.  DeCristofaro
57105,BI 0108L,01,0.000,Human Anatomy and Physiology Lab II,"[{'days': 'TR', 'times': '0800am-1030am', 'dates': '07/10-08/11', 'location': 'BNW 240'}]",Anthony J.  DeCristofaro
57360,BI 0170,01,4.000,General Biology I,"[{'days': 'MTWRF', 'times': '1030am-1200pm', 'dates': '06/05-07/07', 'location': 'BNW 256'}]",Geoffrey A.  Church
57361,BI 0170L,01,0.000,General Biology I Lab,"[{'days': 'MW', 'times': '0100pm-0400pm', 'dates': '06/05-07/07', 'location': 'BNW 261'}]",Geoffrey A.  Church
57137,BU 0211,01,3.000,Legal Environment of Business,"[{'days': 'TWRF', 'times': '0830am-0430pm', 'dates': '05/24-05/31', 'location': 'DSB 106'}]",Sharlene A.  McEvoy
57216,BB 0121,01,0.000,SHRM Essentials of Human Resource Management,"[{'days': 'FS', 'times': '0900am-0400pm', 'dates': '06/02-06/03', 'location': 'DSB 104'}]",Nancy L.  Varsos
57145,BB 0134,01,0.000,Investment Planning,"[{'days': 'T', 'times': '0630pm-1000pm', 'dates': '06/06-08/15', 'location': 'DSB 2109A'}]",Peter J  Coleman
57143,BB 0136,01,0.000,Federal Income and Property Taxation,"[{'days': 'R', 'times': '0630pm-1000pm', 'dates': '04/13-06/29', 'location': 'DSB 2109A'}]",Paul A.  Rivera
57109,CH 0112,01,3.000,General Chemistry II,"[{'days': 'MTWRF', 'times': '0800am-1000am', 'dates': '07/10-08/11', 'location': 'BNW GR22'}]",Jon J.  Harper
